Modelo,Clasificación
Audi A3 Sportback NF 30 TFSI 81 kW (110 cv) S tronic 7 vel. Advanced MY23,Clasificación: A
Audi A3 Sportback NF 30 TFSI 81 kW (110 cv) S tronic 7 vel. S line / Black Line MY21,Clasificación: B
Audi A3 Sportback NF 30 TFSI 81 kW (110 CV) S tronic 7 vel. S line/ Black line MY23,Clasificación: B
Audi A3 Sportback NF 35 TDI 110 kW (150 CV) 6 vel. Advanced MY23,Clasificación: B
Audi A3 Sportback NF 35 TDI 110 kW (150 cv) 6 vel. S line/Black line MY22,Clasificación: B
Audi A3 Sportback NF 35 TDI 110 kW (150 cv) 6 vel. S line/Black line MY23,Clasificación: B
Audi A3 Sportback NF 35 TDI 110 kW (150 cv) S tronic 7 vel. Advanced MY21,Clasificación: C
Audi A3 Sportback NF 35 TDI 110 kW (150 CV) S tronic 7 vel. Advanced MY23,Clasificación: C
Audi A3 Sportback NF 35 TDI 110 kW (150 cv) S tronic 7 vel. Genuine / S line / Black Line MY21,Clasificación: C
Audi A3 Sportback NF 35 TDI 110 kW (150 cv) S tronic 7 vel. MY21,Clasificación: B
Audi A3 Sportback NF 35 TDI 110 kW (150 CV) S tronic 7 vel. S line/Black line MY23,Clasificación: C
Audi A3 Sportback NF 35 TFSI 110 kW (150 cv) 6 vel. Advanced MY21,Clasificación: C
Audi A3 Sportback NF 35 TFSI 110 kW (150 cv) 6 vel. Advanced MY22,Clasificación: B
Audi A3 Sportback NF 35 TFSI 110 kW (150 cv) 6 vel. Advanced MY23,Clasificación: B
Audi A3 Sportback NF 35 TFSI 110 kW (150 cv) 6 vel. Genuine / S Line / Black Line MY21,Clasificación: C
Audi A3 Sportback NF 35 TFSI 110 kW (150 cv) 6 vel. MY21,Clasificación: B
Audi A3 Sportback NF 35 TFSI 110 kW (150 cv) 6 vel. S line/Black line MY22,Clasificación: C
Audi A3 Sportback NF 35 TFSI 110 kW (150 cv) 6 vel. S line/Black line MY23,Clasificación: C
Audi A3 Sportback NF 35 TFSI 110 kW (150 cv) S tronic 7 vel. Advanced MY21,Clasificación: B
Audi A3 Sportback NF 35 TFSI 110 kW (150 cv) S tronic 7 vel. Advanced MY22,Clasificación: B
Audi A3 Sportback NF 35 TFSI 110 kW (150 cv) S tronic 7 vel. Advanced MY23,Clasificación: B
Audi A3 Sportback NF 35 TFSI 110 kW (150 cv) S tronic 7 vel. Genuine / S Line / Black Line MY21,Clasificación: C
Audi A3 Sportback NF 35 TFSI 110 kW (150 cv) S tronic 7 vel. MY21,Clasificación: B
Audi A3 Sportback NF 35 TFSI 110 kW (150 cv) S tronic 7 vel. S line/Black line MY22,Clasificación: C
Audi A3 Sportback NF 35 TFSI 110 kW (150 cv) S tronic 7 vel. S line/Black line MY23,Clasificación: C
Audi A3 Sportback NF 40 TFSI e 150 kW (205 cv) S tronic 7 vel. Advanced MY21,Clasificación: A
Audi A3 Sportback NF 40 TFSI e 150 kW (205 cv) S tronic 7 vel. S line / Black line MY21,Clasificación: A
Audi A3 Sportback NF 40 TFSI e150 kW (204 cv) S tronic 6 vel. Advanced MY22,Clasificación: A
Audi A3 Sportback NF 40 TFSI e150 kW (204 cv) S tronic 6 vel. S line/Black line MY22,Clasificación: A
Audi A3 Sportback NF 40 TFSIe 150 kW (204 CV) S tronic 6 vel. Advanced / S line MY23,Clasificación: A
Audi A3 Sportback NF 40 TFSIe 150 kW (204 CV) S tronic 6 vel. Advanced MY24,Clasificación: G
Audi A3 Sportback NF 40 TFSIe 150 kW (204 cv) S tronic 6 vel. S line MY24,Clasificación: A
Audi A3 Sportback NF 45 TFSI e 180 kW (245 CV) S tronic 6 vel. Black line competition MY23,Clasificación: A
Audi A3 Sportback NF 45 TFSI e180 kW (245 CV) S tronic 6 vell. Black line competition MY22,Clasificación: A
Audi A3 Sportback NF 45 TFSIe 180 kW (245 CV) S tronic 6 vel. Black line competition MY24,Clasificación: G
Audi A3 Sportback NF RS 3 quattro Sportback 294 kW (400 CV) S tronic 7 vel. MY23,Clasificación: F
Audi A3 Sportback NF S3 228 kW (310 cv) S tronic 7 vel. S MY21,Clasificación: F
Audi A3 Sportback NF S3 quattro Sportback 228 kW (310 CV) S tronic 7 vel. MY23,Clasificación: F
Audi A4 30 TDI 90 kW (122 CV) S tronic MY19,Clasificación: C
Audi A4 35 TDI 110 kW (150 CV) S tronic MY19,Clasificación: C
Audi A4 35 TFSI 110 kW (150 CV) 6 vel. MY19,Clasificación: C
Audi A4 35 TFSI 110 kW (150 CV) S tronic MY19,Clasificación: C
Audi A4 40 TDI 140 kW (190 CV) S tronic MY19,Clasificación: C
Audi A4 40 TDI quattro 140 kW (190 CV) S tronic MY19,Clasificación: D
Audi A4 40 TFSI 140 kW (190 CV) S tronic MY19,Clasificación: C
Audi A4 45 TFSI quattro 180 kW (245 CV) S tronic MY19,Clasificación: D
Audi A4 50 TDI quattro 210 kW (286CV) S tronic MY19,Clasificación: F
Audi A4 ALLROAD 40 TDI quattro 140 kW (190 CV) S tronic 7 vel. MY21,Clasificación: E
Audi A4 ALLROAD 40 TDI quattro 150 kW (205 CV) S tronic 7 vel. MY21,Clasificación: C
Audi A4 ALLROAD 40 TDI quattro-ultra 150 kW (204 CV) S tronic 7 vel. Allroad MY22,Clasificación: C
Audi A4 ALLROAD 40 TDI quattro-ultra 150 kW (204 CV) S tronic 7 vel. Allroad quattro MY23,Clasificación: D
Audi A4 ALLROAD 45 TDI quattro 170 kW (231 CV) S tronic 7 vel. MY21,Clasificación: F
Audi A4 ALLROAD 45 TFSI 180 kW (245 CV) S tronic MY19,Clasificación: D
Audi A4 ALLROAD 45 TFSI quattro-ultra 190 kW (265 CV) S tronic 7 vel. MY21,Clasificación: D
Audi A4 ALLROAD 45 TFSI quattro-ultra 195 kW (265 CV) S tronic 7 vel. Allroad quattro MY23,Clasificación: D
Audi A4 ALLROAD QUATTRO 40 TDI quattro 140 kW (190 CV) S tronic MY 20,Clasificación: E
Audi A4 ALLROAD QUATTRO 45 TDI quattro 170 kW (231 CV) tiptronic MY 20,Clasificación: F
Audi A4 ALLROAD QUATTRO 45 TFSI quattro 180 kW (245 CV) S tronic MY 20,Clasificación: D
Audi A4 Avant 30 TDI 100 kW (136 CV) S tronic 7 vel. Advanced MY21,Clasificación: B
Audi A4 Avant 30 TDI 100 kW (136 CV) S tronic 7 vel. Advanced MY23,Clasificación: C
Audi A4 Avant 30 TDI 100 kW (136 CV) S tronic 7 vel. S line/Black Line MY21,Clasificación: B
Audi A4 Avant 30 TDI 100 kW (136 CV) S tronic 7 vel. S line/Black line MY23,Clasificación: C
Audi A4 Avant 30 TDI 100 kW (136 CV) S tronic MY 20,Clasificación: C
Audi A4 Avant 30 TDI 152 kW (204 CV) S tronic 7 vel. Advanced MY22,Clasificación: B
Audi A4 Avant 30 TDI 152 kW (204 CV) S tronic 7 vel. S line/Black line MY22,Clasificación: B
Audi A4 Avant 30 TDI 90 kW (122 CV) S tronic MY19,Clasificación: C
Audi A4 Avant 35 TDI 120 kW (163 CV) S tronic 7 vel. Advanced MY21,Clasificación: C
Audi A4 Avant 35 TDI 120 kW (163 CV) S tronic 7 vel. Advanced MY23,Clasificación: C
Audi A4 Avant 35 TDI 120 kW (163 CV) S tronic 7 vel. S line/Black Line MY21,Clasificación: C
Audi A4 Avant 35 TDI 120 kW (163 CV) S tronic 7 vel. S line/Black line/ Black limited MY23,Clasificación: C
Audi A4 Avant 35 TDI 120 kW (163 CV) S tronic MY 20,Clasificación: C
Audi A4 Avant 35 TDI 153 kW (204 CV) S tronic 7 vel. Advanced MY22,Clasificación: B
Audi A4 Avant 35 TDI 153 kW (204 CV) S tronic 7 vel. S line/Black line MY22,Clasificación: B
Audi A4 Avant 35 TFSI 110 kW (150 CV) 6 vel. Advanced MY21,Clasificación: B
Audi A4 Avant 35 TFSI 110 kW (150 CV) 6 vel. Advanced MY21,Clasificación: B
Audi A4 Avant 35 TFSI 110 kW (150 CV) 6 vel. Advanced MY22,Clasificación: B
Audi A4 Avant 35 TFSI 110 kW (150 CV) 6 vel. MY 20,Clasificación: C
Audi A4 Avant 35 TFSI 110 kW (150 CV) 6 vel. MY19,Clasificación: C
Audi A4 Avant 35 TFSI 110 kW (150 CV) 6 vel. S line/Black Line MY21,Clasificación: B
Audi A4 Avant 35 TFSI 110 kW (150 CV) S tronic 7 vel. Advanced MY21,Clasificación: B
Audi A4 Avant 35 TFSI 110 kW (150 CV) S tronic 7 vel. Advanced MY21,Clasificación: B
Audi A4 Avant 35 TFSI 110 kW (150 CV) S tronic 7 vel. Advanced MY23,Clasificación: B
Audi A4 Avant 35 TFSI 110 kW (150 CV) S tronic 7 vel. S line/Black Line MY21,Clasificación: B
Audi A4 Avant 35 TFSI 110 kW (150 CV) S tronic 7 vel. S line/black line/Black limited MY23,Clasificación: B
Audi A4 Avant 35 TFSI 110 kW (150 CV) S tronic MY 20,Clasificación: C
Audi A4 Avant 35 TFSI 110 kW (150 CV) S tronic MY19,Clasificación: C
Audi A4 Avant 40 g-tron 125 kW (170 CV) S tronic MY19,Clasificación: Sin clasificación
Audi A4 Avant 40 TDI 140 kW (190 CV) S tronic MY 20,Clasificación: C
Audi A4 Avant 40 TDI 150 kW (205 CV) S tronic 7 vel. Advanced MY21,Clasificación: C
Audi A4 Avant 40 TDI 150 kW (205 CV) S tronic 7 vel. S line/Black Line MY21,Clasificación: C
Audi A4 Avant 40 TDI 154 kW (204 CV) S tronic 7 vel. Advanced MY22,Clasificación: C
Audi A4 Avant 40 TDI quattro 140 kW (190 CV) S tronic 7 vel. S line/Black Line MY21,Clasificación: D
Audi A4 Avant 40 TDI quattro 140 kW (190 CV) S tronic MY 20,Clasificación: D
Audi A4 Avant 40 TDI quattro 150 kW (205 CV) S tronic 7 vel. Advanced MY21,Clasificación: C
Audi A4 Avant 40 TDI quattro 150 kW (205 CV) S tronic 7 vel. S line/Black Line MY21,Clasificación: C
Audi A4 Avant 40 TDI quattro-ultra 150 kW (204 CV) S tronic 7 vel. Advanced MY23,Clasificación: D
Audi A4 Avant 40 TDI quattro-ultra 150 kW (204 CV) S tronic 7 vel. S line/Black line/ Black limited MY23,Clasificación: D
Audi A4 Avant 40 TDI quattro-ultra 155 kW (204 CV) S tronic 7 vel. Advanced MY22,Clasificación: C
Audi A4 Avant 40 TDI quattro-ultra 155 kW (204 CV) S tronic 7 vel. S line/Black line MY22,Clasificación: C
Audi A4 Avant 40 TFSI 140 kW (190 CV) 6 vel. MY19,Clasificación: A
Audi A4 Avant 40 TFSI 140 kW (190 CV) S tronic MY 20,Clasificación: C
Audi A4 Avant 40 TFSI 140 kW (190 CV) S tronic MY19,Clasificación: B
Audi A4 Avant 40 TFSI 140 kW (190 CV) S tronic MY19,Clasificación: C
Audi A4 Avant 40 TFSI 150 kW (204 CV) S tronic 7 vel. Advanced MY23,Clasificación: B
Audi A4 Avant 40 TFSI 150 kW (204 CV) S tronic 7 vel. S line/Black line MY23,Clasificación: B
Audi A4 Avant 40 TFSI quattro 150 kW( 204CV) S tronic Advanced MY21,Clasificación: B
Audi A4 Avant 40 TFSI150 kW (204 CV) S tronic 7 vel. Advanced MY22,Clasificación: B
Audi A4 Avant 45 TDI quattro 170 kW (231 CV) S tronic MY19,Clasificación: D
Audi A4 Avant 45 TFSI quattro 180 kW (245 CV) S tronic MY 20,Clasificación: D
Audi A4 Avant 45 TFSI quattro-ultra 190 kW (265 CV) S tronic 7 vel. Advanced MY21,Clasificación: D
Audi A4 Avant 45 TFSI quattro-ultra 190 kW (265 CV) S tronic 7 vel. S line/Black Line MY21,Clasificación: D
Audi A4 Avant 45 TFSI quattro-ultra 195 kW (265 CV) S tronic 7 vel. S line/Black line MY23,Clasificación: D
Audi A4 Avant 50 TDI quattro 210 kW (286CV) S tronic MY19,Clasificación: G
Audi A4 Avant 50 TDI quattro 210 kW (286CV) S tronic MY19,Clasificación: F
Audi A4 Avant RS 4 Competition Plus 331 kW (450 CV) triptonic 8 vel. Avant MY23,Clasificación: F
Audi A4 Avant RS 4 TFSI quattro 331 kW (450 CV) tiptronic 8 vel. RS MY21,Clasificación: F
Audi A4 Avant RS 4 TFSI quattro 331 kW (450 CV) triptonic 8 vel. Avant MY23,Clasificación: F
Audi A4 Avant S4 TDI quattro 251 kW (341 CV) triptonic 8 vel. Avant MY23,Clasificación: C
Audi A4 Avant S4 TDI quattro 255 kW (347 CV) tiptronic 8 vel. S MY21,Clasificación: F
Audi A4 Berlina 30 TDI 100 kW (136 CV) S tronic 7 vel. Advanced MY21,Clasificación: B
Audi A4 Berlina 30 TDI 100 kW (136 CV) S tronic 7 vel. Advanced MY23,Clasificación: B
Audi A4 Berlina 30 TDI 100 kW (136 CV) S tronic 7 vel. S line MY21,Clasificación: B
Audi A4 Berlina 30 TDI 100 kW (136 CV) S tronic 7 vel. S line/Black line MY23,Clasificación: B
Audi A4 Berlina 30 TDI 152 kW (204 CV) S tronic 7 vel. Advanced MY22,Clasificación: B
Audi A4 Berlina 35 TDI 120 kW (163 CV) S tronic 7 vel. Advanced MY21,Clasificación: B
Audi A4 Berlina 35 TDI 120 kW (163 CV) S tronic 7 vel. Advanced MY23,Clasificación: B
Audi A4 Berlina 35 TDI 120 kW (163 CV) S tronic 7 vel. S line MY21,Clasificación: B
Audi A4 Berlina 35 TDI 120 kW (163 CV) S tronic 7 vel. S line/Black line MY23,Clasificación: B
Audi A4 Berlina 35 TDI 153 kW (204 CV) S tronic 7 vel. Advanced MY22,Clasificación: B
Audi A4 Berlina 35 TFSI 110 kW (150 CV) 6 vel. Advanced MY21,Clasificación: A
Audi A4 Berlina 35 TFSI 110 kW (150 CV) 6 vel. S line/Black line MY21,Clasificación: B
Audi A4 Berlina 35 TFSI 110 kW (150 CV) S tronic 7 vel. Advanced MY22,Clasificación: B
Audi A4 Berlina 35 TFSI 110 kW (150 CV) S tronic 7 vel. Advanced MY23,Clasificación: B
Audi A4 Berlina 35 TFSI 110 kW (150 CV) S tronic 7 vel. S line/Black line MY21,Clasificación: B
Audi A4 Berlina 35 TFSI 110 kW (150 CV) S tronic 7 vel. S line/Black line MY22,Clasificación: B
Audi A4 Berlina 35 TFSI 110 kW (150 CV) S tronic 7 vel. S line/Black line MY23,Clasificación: B
Audi A4 Berlina 40 TDI 140 kW (190 CV) S tronic MY 20,Clasificación: C
Audi A4 Berlina 40 TDI quattro 140 kW (190 CV) S tronic 7 vel. S line MY21,Clasificación: C
Audi A4 Berlina 40 TDI quattro 150 kW (205 CV) S tronic 7 vel. Advanced MY21,Clasificación: B
Audi A4 Berlina 40 TDI quattro 150 kW (205 CV) S tronic 7 vel. S line MY21,Clasificación: C
Audi A4 Berlina 40 TDI quattro-ultra 150 kW (204 CV) S tronic 7 vel. Advanced MY23,Clasificación: C
Audi A4 Berlina 40 TDI quattro-ultra 150 kW (204 CV) S tronic 7 vel. S line/Black line MY23,Clasificación: C
Audi A4 Berlina 40 TDI quattro-ultra 155 kW (204 CV) S tronic 7 vel. S line/Black line MY22,Clasificación: C
Audi A4 Berlina 40 TFSI 150 kW (204 CV) S tronic 7 vel. Advanced MY23,Clasificación: B
Audi A4 Berlina 40 TFSI 150 kW (204 CV) S tronic 7 vel. S line/Black line MY23,Clasificación: B
Audi A4 Berlina 40 TFSI 150 kW (205 CV) S tronic 7 vel. Advanced MY21,Clasificación: B
Audi A4 Berlina 40 TFSI 150 kW (205 CV) S tronic 7 vel. S line/Black line MY21,Clasificación: B
Audi A4 Berlina 45 TFSI quattro-ultra 190 kW (265 CV) S tronic 7 vel. Advanced MY21,Clasificación: C
Audi A4 Berlina 45 TFSI quattro-ultra 195 kW (265 CV) S tronic 7 vel. S line/Black line MY23,Clasificación: C
Audi A4 Berlina S4 TDI quattro 251 kW (341 CV) triptonic 8 vel. MY23,Clasificación: F
Audi A4 LIMOUSINE 30 TDI 100 kW (136 CV) S tronic MY 20,Clasificación: C
Audi A4 LIMOUSINE 35 TDI 120 kW (163 CV) S tronic MY 20,Clasificación: C
Audi A4 LIMOUSINE 35 TFSI 110 kW (150 CV) 6 vel. MY 20,Clasificación: C
Audi A4 LIMOUSINE 35 TFSI 110 kW (150 CV) S tronic MY 20,Clasificación: C
Audi A4 LIMOUSINE 40 TDI quattro 140 kW (190 CV) S tronic MY 20,Clasificación: D
Audi A4 LIMOUSINE 40 TFSI 140 kW (190 CV) S tronic MY 20,Clasificación: C
Audi A4 LIMOUSINE 45 TFSI quattro 180 kW (245 CV) S tronic MY 20,Clasificación: C
Audi A5 CABRIO 35 TDI 120 kW (163 CV) S tronic 7 vel. Advanced MY21,Clasificación: C
Audi A5 CABRIO 35 TDI 120 kW (163 CV) S tronic 7 vel. Advanced MY22,Clasificación: C
Audi A5 CABRIO 35 TDI 120 kW (163 CV) S tronic 7 vel. Advanced MY23,Clasificación: C
Audi A5 CABRIO 35 TDI 120 kW (163 CV) S tronic 7 vel. S line MY23,Clasificación: C
Audi A5 CABRIO 35 TDI 120 kW (163 CV) S tronic 7 vel. S line/Black line MY21,Clasificación: C
Audi A5 CABRIO 35 TDI 120 kW (163 CV) S tronic MY 20,Clasificación: D
Audi A5 CABRIO 40 TDI 140 kW (190 CV) S tronic MY 20,Clasificación: D
Audi A5 CABRIO 40 TDI 150 kW (204 CV) S tronic 7 vel. Advanced MY23,Clasificación: D
Audi A5 CABRIO 40 TDI 150 kW (204 CV) S tronic 7 vel. S line MY23,Clasificación: D
Audi A5 CABRIO 40 TDI quattro 140 kW (190 CV) S tronic MY 20,Clasificación: E
Audi A5 CABRIO 40 TDI quattro-ultra 150 kW (204 CV) S tronic 7 vel. Advanced MY23,Clasificación: D
Audi A5 CABRIO 40 TDI quattro-ultra 150 kW (204 CV) S tronic 7 vel. S line MY23,Clasificación: D
Audi A5 CABRIO 40 TFSI 140 kW (190 CV) S tronic MY 20,Clasificación: C
Audi A5 CABRIO 40 TFSI 150 kW (204 CV) S tronic 7 vel. Advanced MY23,Clasificación: C
Audi A5 CABRIO 40 TFSI 150 kW (204 CV) S tronic 7 vel. S line MY22,Clasificación: C
Audi A5 CABRIO 40 TFSI 150 kW (204 CV) S tronic 7 vel. S line MY23,Clasificación: C
Audi A5 CABRIO 45 TFSI quattro 180 kW (245 CV) S tronic 7 vel. S line MY21,Clasificación: D
Audi A5 CABRIO 45 TFSI quattro 180 kW (245 CV) S tronic MY 20,Clasificación: D
Audi A5 CABRIO 45 TFSI quattro 190 kW (265 CV) S tronic 7 vel. S line/Black line MY21,Clasificación: E
Audi A5 CABRIO 45 TFSI quattro-ultra 195 kW (265 CV) S tronic 7 vel. Advanced MY23,Clasificación: D
Audi A5 CABRIO 45 TFSI quattro-ultra 195 kW (265 CV) S tronic 7 vel. S line MY23,Clasificación: D
Audi A5 CABRIO 50 TDI quattro 210 kW (286 CV) tiptronic MY 20,Clasificación: G
Audi A5 COUPÉ 35 TDI 110 kW (150CV) S tronic MY19,Clasificación: D
Audi A5 COUPÉ 35 TDI 120 kW (163 CV) S tronic 7 vel. Advanced MY23,Clasificación: B
Audi A5 COUPÉ 35 TDI 120 kW (163 CV) S tronic 7 vel. S line/Black line MY23,Clasificación: B
Audi A5 COUPÉ 35 TDI 120 kW (163 CV) S tronic MY 20,Clasificación: C
Audi A5 COUPÉ 40 TDI 140 kW (190 CV) S tronic MY 20,Clasificación: C
Audi A5 COUPÉ 40 TDI 140 kW (190 CV) S tronic MY19,Clasificación: C
Audi A5 COUPÉ 40 TDI 150 kW (204 CV) S tronic 7 vel. Advanced MY23,Clasificación: C
Audi A5 COUPÉ 40 TDI 150 kW (204 CV) S tronic 7 vel. S line /Black line MY23,Clasificación: C
Audi A5 COUPÉ 40 TDI quattro 140 kW (190 CV) S tronic MY 20,Clasificación: D
Audi A5 COUPÉ 40 TDI quattro 140 kW (190 CV) S tronic MY19,Clasificación: D
Audi A5 COUPÉ 40 TDI quattro 150 kW (205 CV) S tronic 7 vel. S line/Black Line MY21,Clasificación: C
Audi A5 COUPÉ 40 TDI quattro-ultra 150 kW (204 CV) S line/Black line MY23,Clasificación: C
Audi A5 COUPÉ 40 TDI quattro-ultra 150 kW (204 CV) S tronic 7 vel. Advanced MY23,Clasificación: C
Audi A5 COUPÉ 40 TFSI 140 kW (190 CV) 6 vel. MY19,Clasificación: C
Audi A5 COUPÉ 40 TFSI 140 kW (190 CV) S tronic MY 20,Clasificación: C
Audi A5 COUPÉ 40 TFSI 140 kW (190 CV) S tronic MY19,Clasificación: C
Audi A5 COUPÉ 40 TFSI 150 kW (204 CV) S tronic 7 vel. Advanced MY23,Clasificación: B
Audi A5 COUPÉ 40 TFSI 150 kW (204 CV) S tronic 7 vel. S line/Black line MY23,Clasificación: B
Audi A5 COUPÉ 40 TFSI 150 kW (205 CV) S tronic 7 vel. S line/Black Line MY21,Clasificación: B
Audi A5 COUPÉ 45 TDI quattro 170 kW (231 CV) tiptronic MY19,Clasificación: F
Audi A5 COUPÉ 45 TFSI quattro 180 kW (245 CV) S tronic MY 20,Clasificación: C
Audi A5 COUPÉ 45 TFSI quattro 180 kW (245CV) S tronic MY19,Clasificación: D
Audi A5 COUPÉ 45 TFSI quattro 190 kW (265 CV) S tronic 7 vel. MY21,Clasificación: D
Audi A5 COUPÉ 45 TFSI quattro 190 kW (265 CV) S tronic 7 vel. S line/Black Line MY21,Clasificación: D
Audi A5 COUPÉ 45 TFSI quattro-ultra 195 kW (265 CV) S tronic 7 vel. Advanced MY23,Clasificación: C
Audi A5 COUPÉ 45 TFSI quattro-ultra 195 kW (265 CV) S tronic 7 vel. S line/Black line MY23,Clasificación: C
Audi A5 COUPÉ 50 TDI quattro 210 kW (286 CV) tiptronic 8 vel. S line/Black Line MY21,Clasificación: F
Audi A5 COUPÉ 50 TDI quattro 210 kW (286 CV) tiptronic MY 20,Clasificación: F
Audi A5 COUPÉ 50 TDI quattro 210 kW (286CV) tiptronic MY19,Clasificación: F
Audi A5 COUPÉ RS 5 Competition Plus 331 kW (450 CV) Triptonic RS MY23,Clasificación: F
Audi A5 COUPÉ RS 5 TFSI quattro 331 kW (450 CV) Triptonic 8 vel. RS MY23,Clasificación: F
Audi A5 COUPÉ S5 TDI quattro 251 kW (341 CV) Triptonic 8 vel. S MY23,Clasificación: F
Audi A5 COUPÉ S5 TDI quattro 255 kW (347 CV) tiptronic 8 vel. S MY21,Clasificación: F
Audi A5 SPORTBACK 35 TDI 110 kW (150CV) S tronic MY19,Clasificación: D
Audi A5 SPORTBACK 35 TDI 120 kW (163 CV) S tronic 7 vel. Advanced MY21,Clasificación: B
Audi A5 SPORTBACK 35 TDI 120 kW (163 CV) S tronic 7 vel. Advanced MY22,Clasificación: B
Audi A5 SPORTBACK 35 TDI 120 kW (163 CV) S tronic 7 vel. Advanced MY23,Clasificación: C
Audi A5 SPORTBACK 35 TDI 120 kW (163 CV) S tronic 7 vel. MY21,Clasificación: B
Audi A5 SPORTBACK 35 TDI 120 kW (163 CV) S tronic 7 vel. S line/Black Line MY21,Clasificación: C
Audi A5 SPORTBACK 35 TDI 120 kW (163 CV) S tronic 7 vel. S line/Black line MY22,Clasificación: B
Audi A5 SPORTBACK 35 TDI 120 kW (163 CV) S tronic 7 vel. S line/Black line/ Black limited MY23,Clasificación: C
Audi A5 SPORTBACK 35 TDI 120 kW (163 CV) S tronic MY 20,Clasificación: C
Audi A5 SPORTBACK 35 TFSI 110 kW (150 CV) S tronic 7 vel. Advanced MY23,Clasificación: B
Audi A5 SPORTBACK 35 TFSI 110 kW (150 CV) S tronic 7 vel. S line/Black line MY22,Clasificación: B
Audi A5 SPORTBACK 35 TFSI 110 kW (150 CV) S tronic 7 vel. S line/Black line MY23,Clasificación: C
Audi A5 SPORTBACK 35 TFSI 110 kW (150 CV) S tronic MY19,Clasificación: C
Audi A5 SPORTBACK 40 g-tron 125 kW (170 CV) S tronic MY19,Clasificación: Sin clasificación
Audi A5 SPORTBACK 40 g-tron design 125 kW (170 CV) S tronic MY 20,Clasificación: Sin clasificación
Audi A5 SPORTBACK 40 TDI 140 kW (190 CV) S tronic 7 vel. MY21,Clasificación: B
Audi A5 SPORTBACK 40 TDI 140 kW (190 CV) S tronic MY 20,Clasificación: C
Audi A5 SPORTBACK 40 TDI 140 kW (190 CV) S tronic MY19,Clasificación: C
Audi A5 SPORTBACK 40 TDI 150 kW (204 CV) S tronic 7 vel. Advanced MY23,Clasificación: C
Audi A5 SPORTBACK 40 TDI 150 kW (204 CV) S tronic 7 vel. S line/Black line MY22,Clasificación: C
Audi A5 SPORTBACK 40 TDI 150 kW (204 CV) S tronic 7 vel. S line/Black line MY23,Clasificación: C
Audi A5 SPORTBACK 40 TDI 150 kW (205CV) S tronic 7 vel. Advanced MY21,Clasificación: C
Audi A5 SPORTBACK 40 TDI 150 kW (205CV) S tronic 7 vel. Advanced MY21,Clasificación: C
Audi A5 SPORTBACK 40 TDI 150 kW (205CV) S tronic 7 vel. S line/Black Line MY21,Clasificación: C
Audi A5 SPORTBACK 40 TDI 150 kW (205CV) S tronic 7 vel. S line/Black Line MY21,Clasificación: C
Audi A5 SPORTBACK 40 TDI quattro 140 kW (190 CV) S tronic 7 vel. S line/Black Line MY21,Clasificación: D
Audi A5 SPORTBACK 40 TDI quattro 140 kW (190 CV) S tronic MY 20,Clasificación: D
Audi A5 SPORTBACK 40 TDI quattro 140 kW (190 CV) S tronic MY19,Clasificación: D
Audi A5 SPORTBACK 40 TDI quattro 150 kW (205 CV) S tronic 7 vel. MY21,Clasificación: B
Audi A5 SPORTBACK 40 TDI quattro 150 kW (205 CV) S tronic 7 vel. S line/Black Line MY21,Clasificación: C
Audi A5 SPORTBACK 40 TDI quattro-ultra 150 kW (204 CV) S tronic 7 vel. S line/Black line MY22,Clasificación: C
Audi A5 SPORTBACK 40 TDI quattro-ultra 150 kW (204 CV) S tronic 7 vel. S line/Black line/Black limited MY23,Clasificación: C
Audi A5 SPORTBACK 40 TDI quattro-ultra 150 kW (204 CV) S tronic Advanced MY23,Clasificación: C
Audi A5 SPORTBACK 40 TFSI 140 kW (190 CV) 6 vel. MY19,Clasificación: C
Audi A5 SPORTBACK 40 TFSI 140 kW (190 CV) S tronic 7 vel. S line/Black Line MY21,Clasificación: B
Audi A5 SPORTBACK 40 TFSI 140 kW (190 CV) S tronic MY 20,Clasificación: B
Audi A5 SPORTBACK 40 TFSI 140 kW (190 CV) S tronic MY 20,Clasificación: C
Audi A5 SPORTBACK 40 TFSI 140 kW (190 CV) S tronic MY19,Clasificación: C
Audi A5 SPORTBACK 40 TFSI 150 kW (204 CV) S tronic 7 vel. Advanced MY23,Clasificación: B
